object_type,altitude_km,inclination_deg,eccentricity,mass_kg,area_m2,drag_coeff,mean_motion,solar_activity,decay_time_days
Debris,1020.07,41.63,0.0475,1155.11,12.778,2.18,15.6,Low,4000.0
Debris,241.58,37.78,0.0479,1779.58,16.942,2.4,13.652,Medium,1462.5
Active,698.13,89.71,0.005,1400.91,10.806,1.87,12.984,Low,4000.0
Debris,889.31,74.67,0.0008,404.2,8.291,1.97,13.675,Medium,4000.0
Debris,452.31,49.5,0.0081,860.06,19.544,2.08,14.141,Medium,1597.7
Active,507.77,96.86,0.0498,988.59,11.647,2.41,15.609,Medium,3091.2
Debris,813.64,45.6,0.0091,111.38,17.339,2.46,11.893,Medium,423.0
Active,1097.94,5.71,0.0252,1909.32,19.066,2.49,12.478,Low,4000.0
Debris,1009.92,25.7,0.0424,258.03,13.51,2.47,15.879,High,2488.6
Debris,783.13,42.73,0.0011,1395.23,10.983,1.8,12.856,Low,4000.0
Debris,930.22,15.38,0.0303,1012.96,0.08,1.83,11.113,Low,4000.0
Active,564.82,92.86,0.0139,52.24,0.81,1.9,11.738,Low,2566.1
Active,840.97,75.15,0.0431,1849.57,4.025,2.04,11.132,Medium,4000.0
Debris,666.18,26.29,0.0142,1703.82,3.728,2.38,15.95,Medium,4000.0
Debris,389.94,57.9,0.0344,1048.99,5.103,2.42,12.394,Medium,4000.0
Debris,901.74,70.7,0.0337,458.66,6.106,1.93,15.618,Medium,4000.0
Debris,756.46,92.25,0.0112,244.12,7.208,2.23,15.979,Low,1678.6
Debris,558.62,86.4,0.0018,727.42,8.417,2.44,13.999,High,4000.0
Active,1111.34,50.49,0.0205,511.6,1.986,2.12,11.166,Medium,4000.0
Debris,220.93,75.92,0.0145,1013.88,0.857,1.87,11.408,Medium,4000.0
Debris,515.77,55.09,0.0405,1932.85,13.482,2.12,13.408,Medium,4000.0
Debris,256.88,54.16,0.04,1150.33,10.751,2.06,13.031,Low,1409.9
Debris,966.53,11.24,0.0229,1779.97,8.888,2.2,14.031,Low,4000.0
Debris,902.11,12.36,0.0304,1302.11,12.692,2.11,13.194,Medium,4000.0
Debris,531.35,51.89,0.0303,951.02,16.555,1.81,15.67,Low,2216.2
Active,875.66,26.35,0.0414,1709.36,8.56,2.5,13.674,Low,4000.0
Debris,595.94,2.06,0.0213,943.26,12.826,2.18,14.469,High,4000.0
Debris,956.25,70.84,0.0138,1737.39,19.072,2.13,15.482,Medium,4000.0
Debris,654.18,3.18,0.0133,583.86,16.794,2.47,11.734,Medium,1717.2
Active,612.28,58.34,0.0269,258.5,8.526,1.91,12.149,Medium,1777.0
Active,1134.73,52.84,0.0225,1710.77,12.898,1.93,11.537,High,4000.0
Debris,450.88,94.94,0.0221,1175.24,3.55,2.37,11.698,Low,4000.0
Active,320.45,47.45,0.0046,1778.3,11.215,1.98,13.563,High,4000.0
Debris,784.54,6.23,0.036,1875.72,19.627,2.36,12.606,Medium,4000.0
Debris,1169.32,54.07,0.0108,108.2,10.371,1.99,13.116,Low,1020.7
Debris,577.84,82.43,0.0099,1002.44,18.553,1.82,15.912,Low,2311.8
Debris,262.04,97.69,0.0207,750.55,8.153,2.16,11.784,Medium,1582.9
Debris,539.31,42.17,0.0115,1252.09,19.977,1.94,13.704,Medium,3066.6
Active,705.93,31.39,0.0292,1587.39,11.589,2.33,11.494,Low,4000.0
Active,361.92,88.85,0.0186,561.9,0.855,2.25,12.592,Medium,4000.0
Debris,858.1,18.74,0.0225,1114.04,11.739,2.45,13.638,Medium,4000.0
Debris,1197.75,60.31,0.0269,1417.75,5.499,2.35,15.733,Medium,4000.0
Debris,651.74,39.76,0.0103,269.73,0.659,1.93,12.956,High,4000.0
Debris,554.73,4.03,0.0079,1628.32,16.419,2.36,11.325,High,4000.0
Debris,600.7,34.03,0.044,1212.61,5.522,2.25,12.941,Medium,4000.0
Debris,315.15,25.99,0.0217,1899.13,15.933,2.27,11.729,High,3718.5
Debris,1083.27,67.24,0.0207,679.72,5.771,2.38,12.15,Low,4000.0
Active,614.83,92.98,0.0019,217.18,3.895,2.2,14.09,Low,2139.4
Debris,587.27,26.27,0.0249,1013.5,19.479,2.13,11.337,Low,1942.7
Debris,859.69,79.52,0.0278,172.54,7.239,2.25,13.324,Medium,1843.5
Active,642.03,5.43,0.028,1939.08,12.032,2.01,14.047,Medium,4000.0
Debris,848.23,52.74,0.0354,78.33,12.204,1.93,13.109,Medium,568.7
Debris,261.45,6.91,0.009,1507.25,11.214,2.23,11.096,Low,1674.0
Debris,1013.72,91.54,0.0127,1050.68,18.295,1.96,15.928,Low,4000.0
Debris,1140.5,75.1,0.0406,737.87,13.492,1.86,12.836,High,4000.0
Active,848.77,64.48,0.0474,132.62,8.081,1.8,14.893,High,2340.8
Debris,1154.57,80.74,0.0069,1244.71,17.249,2.23,12.628,Medium,4000.0
Debris,351.43,63.46,0.0249,1170.86,3.629,2.05,13.375,Medium,4000.0
Active,677.42,94.96,0.0108,562.49,10.889,2.33,12.942,Medium,2830.4
Active,801.81,69.97,0.0031,1820.53,19.012,2.06,12.713,Low,4000.0
Active,781.74,90.62,0.0163,608.92,12.512,2.14,11.109,Medium,3497.6
Debris,601.46,50.68,0.0073,900.0,16.341,2.08,12.8,Medium,2896.3
Debris,538.08,11.47,0.0355,1087.98,13.075,2.26,15.447,Medium,3484.5
Active,326.82,51.76,0.0267,201.36,16.789,2.05,14.452,Low,217.2
Active,591.74,12.43,0.0073,1864.39,18.89,2.47,11.727,High,4000.0
Debris,362.66,58.06,0.0006,749.7,5.466,2.46,13.956,High,4000.0
Debris,934.37,47.28,0.0404,162.48,3.402,2.39,15.461,Low,2906.5
Debris,408.83,61.01,0.0089,775.2,9.685,2.44,14.5,Medium,2172.2
Active,258.57,0.98,0.0304,1200.8,14.04,2.11,11.743,High,2219.4
Debris,752.37,19.09,0.0169,1027.79,4.552,2.18,15.339,Low,4000.0
Debris,795.23,48.15,0.0293,1389.39,0.092,2.32,12.508,Medium,4000.0
Debris,1071.91,93.15,0.0159,111.91,6.865,2.29,13.27,Medium,1650.3
Debris,776.98,37.59,0.0044,569.8,19.377,2.42,13.631,Medium,1854.1
Active,545.48,41.59,0.0112,1638.64,13.902,2.3,15.253,High,4000.0
Debris,1003.01,70.04,0.0095,160.71,8.032,2.5,15.658,Low,1276.5
Active,740.28,59.17,0.0215,1711.12,3.86,2.04,15.648,Low,4000.0
Active,279.28,29.29,0.0329,184.7,7.128,2.38,11.04,Low,329.5
Debris,765.85,40.26,0.0133,1669.07,3.405,2.29,15.609,Low,4000.0
Debris,1108.02,21.33,0.0007,722.22,2.135,2.28,11.272,Medium,4000.0
Debris,596.31,94.67,0.026,1224.81,18.136,2.03,12.329,Medium,3598.4
Active,496.33,12.8,0.0303,306.62,19.953,2.35,13.575,Low,417.9
Debris,343.47,36.44,0.0481,133.27,3.291,2.43,13.4,Medium,879.9
Debris,351.45,2.53,0.0295,432.66,1.1,1.95,14.024,Medium,4000.0
Active,632.77,21.73,0.0236,256.58,6.601,2.24,13.397,Low,1520.6
Debris,795.68,76.49,0.0287,625.5,9.239,2.07,15.672,Medium,4000.0
Active,280.62,19.72,0.0464,1029.25,4.104,2.49,12.203,Medium,4000.0
Debris,1139.57,7.85,0.0414,1177.93,6.035,2.14,12.37,Medium,4000.0
Debris,955.13,46.5,0.0162,1579.95,4.025,1.96,15.604,Low,4000.0
Debris,786.62,0.98,0.0119,1312.82,15.487,2.07,11.384,Medium,4000.0
Active,1028.44,8.31,0.0132,1217.91,14.254,2.26,14.048,High,4000.0
Debris,280.19,79.15,0.0253,824.15,12.703,1.85,14.409,Medium,1421.0
Active,676.84,75.6,0.0372,948.14,7.75,2.22,13.528,Low,4000.0
Active,830.09,89.68,0.0252,829.63,18.182,2.45,14.471,Medium,3096.8
Debris,1028.65,83.74,0.0035,1684.49,19.391,2.4,11.864,Low,4000.0
Active,983.47,66.95,0.0362,460.77,3.481,1.85,15.263,Medium,4000.0
Debris,477.07,5.13,0.0403,12.44,4.468,2.5,11.7,Low,67.6
Debris,1140.88,76.72,0.0145,1302.99,10.517,2.29,13.004,Low,4000.0
Debris,324.35,82.86,0.0332,405.72,1.834,1.91,11.376,Medium,4000.0
Active,1075.13,78.31,0.0214,1780.34,8.735,1.81,13.726,Low,4000.0
Debris,1170.94,49.83,0.0445,1718.23,11.64,1.92,14.349,Medium,4000.0
Debris,377.15,22.82,0.0423,154.38,10.446,2.39,15.706,Low,276.5
Debris,922.07,82.84,0.0263,213.67,6.625,1.82,14.697,Low,2533.4
Debris,240.29,71.26,0.0346,990.85,10.853,1.96,13.706,High,2318.6
Debris,605.42,96.11,0.0442,1218.84,19.176,2.33,15.663,High,4000.0
Active,716.28,15.26,0.0248,550.54,4.128,2.21,13.392,Low,4000.0
Active,780.65,22.12,0.0157,1433.88,13.1,2.35,13.806,Medium,4000.0
Debris,1135.94,20.76,0.0377,1190.24,0.877,2.32,13.98,Low,4000.0
Active,872.25,77.67,0.0111,650.32,1.338,1.84,13.05,Medium,4000.0
Debris,681.28,18.32,0.0195,51.72,11.041,2.42,15.192,Medium,249.0
Active,1009.68,6.53,0.0433,1500.55,2.108,1.96,11.926,Low,4000.0
Debris,1150.53,97.86,0.0362,430.29,0.457,2.19,13.774,Medium,4000.0
Debris,222.07,2.43,0.0203,1669.11,3.439,2.25,14.611,Low,4000.0
Debris,1182.52,81.85,0.0108,841.16,11.301,1.92,15.52,Low,4000.0
Active,286.13,35.81,0.0179,1154.58,14.07,2.48,15.42,Medium,1377.8
Debris,1014.39,82.48,0.0143,1746.02,4.058,2.14,13.544,Medium,4000.0
Debris,480.33,54.35,0.0089,1727.38,13.369,1.84,14.216,Medium,4000.0
Debris,332.18,88.36,0.0372,743.67,3.658,2.46,12.971,Medium,4000.0
Debris,639.86,90.77,0.0127,418.57,12.273,2.21,13.341,Medium,1829.4
Debris,843.96,0.89,0.0228,1550.52,8.245,2.29,15.531,Medium,4000.0
Active,580.95,7.39,0.0194,866.73,13.079,2.17,15.654,Low,2394.7
Active,254.57,24.54,0.0491,384.89,19.901,2.38,15.477,Medium,290.7
Debris,799.46,65.59,0.0196,1808.95,18.757,1.82,11.692,Medium,4000.0
Active,1102.4,87.05,0.0041,397.01,0.096,1.99,15.25,Medium,4000.0
Debris,583.22,45.07,0.0046,52.59,17.71,2.13,15.742,Medium,146.5
Active,416.33,59.48,0.0296,41.54,1.339,1.85,12.806,Low,852.7
Active,642.58,18.47,0.03,1245.01,19.061,2.29,13.593,Medium,3399.9
Debris,248.36,78.89,0.021,1323.69,5.644,2.08,14.895,Low,2929.4
Active,1020.49,94.8,0.0216,622.77,7.647,1.99,13.81,Medium,4000.0
Debris,1026.34,26.32,0.0028,640.7,1.842,1.8,15.967,Medium,4000.0
Debris,788.0,48.49,0.0259,679.65,2.254,2.3,13.279,High,4000.0
Active,553.1,8.44,0.0253,1360.64,14.538,2.38,14.57,Medium,3857.2
Debris,999.78,54.8,0.0076,117.21,18.887,2.08,14.963,High,947.7
Debris,754.69,49.27,0.0053,1858.3,12.219,2.19,13.471,Medium,4000.0
Debris,1025.93,14.15,0.0063,445.82,14.32,1.96,15.285,High,4000.0
Active,831.46,43.32,0.0051,1999.35,15.242,2.24,13.731,Medium,4000.0
Debris,984.41,32.74,0.0305,343.87,5.264,1.81,13.058,High,4000.0
Debris,798.56,51.14,0.0099,1543.32,0.914,2.14,11.539,Low,4000.0
Active,614.14,57.39,0.0126,447.6,0.047,2.25,12.967,Low,4000.0
Active,1157.95,0.83,0.0088,162.61,7.019,2.44,14.67,Medium,2433.6
Debris,741.11,74.58,0.0479,1749.99,4.837,2.07,15.606,High,4000.0
Debris,805.09,69.88,0.0427,1717.64,1.256,2.34,12.258,Medium,4000.0
Debris,420.49,35.9,0.0116,807.74,3.599,2.22,12.776,Low,4000.0
Debris,825.65,5.19,0.0164,1405.09,2.499,2.45,11.77,Medium,4000.0
Debris,771.61,73.98,0.0106,1114.57,18.298,2.08,14.454,Medium,4000.0
Active,384.84,93.61,0.0246,1706.06,2.814,2.02,15.801,Low,4000.0
Debris,259.59,23.53,0.0011,630.8,10.758,2.42,14.205,Medium,889.0
Debris,804.36,31.71,0.0336,1047.82,11.866,1.83,14.085,High,4000.0
Debris,963.69,18.01,0.0262,971.26,10.874,1.9,13.767,High,4000.0
Active,723.4,56.54,0.0449,708.46,1.99,1.86,11.442,Low,4000.0
Debris,426.77,15.17,0.0083,1783.02,6.383,2.39,14.648,Low,4000.0
Active,866.52,34.91,0.0402,332.59,1.035,1.81,14.01,Low,4000.0
Debris,280.11,68.31,0.0396,299.87,7.919,2.4,14.307,Low,479.3
Debris,641.83,54.89,0.0064,1154.24,3.78,2.12,15.494,Low,4000.0
Debris,363.37,37.87,0.02,1315.33,11.237,1.8,14.92,Medium,3694.3
Debris,384.46,41.18,0.0086,390.04,13.859,2.08,14.905,Low,620.4
Debris,402.29,55.09,0.0128,782.04,10.647,1.93,15.636,High,3701.7
Debris,586.71,0.57,0.0132,1893.18,8.69,2.24,15.95,High,4000.0
Debris,251.15,7.69,0.0279,493.99,7.753,2.28,13.906,Low,736.6
Active,597.79,86.36,0.0206,1337.05,16.835,2.14,11.544,High,4000.0
Debris,711.71,7.63,0.0474,1480.56,4.395,1.83,13.296,Medium,4000.0
Active,683.29,69.27,0.0064,896.81,14.687,2.26,14.938,Medium,3488.3
Debris,582.78,90.16,0.0487,1875.11,15.152,2.39,11.139,Low,4000.0
Debris,1039.15,26.53,0.0116,1473.58,8.39,2.3,11.284,Medium,4000.0
Debris,345.33,36.31,0.0387,916.39,5.953,2.38,11.336,Low,2579.3
Debris,705.7,55.75,0.017,1139.1,9.416,1.94,14.655,Medium,4000.0
Debris,262.04,86.41,0.0072,1385.53,1.873,2.42,13.506,Low,4000.0
Debris,271.16,92.31,0.0429,1184.79,0.928,2.03,12.844,Medium,4000.0
Debris,773.87,72.48,0.0155,1757.52,2.241,1.81,11.528,Low,4000.0
Debris,766.02,8.49,0.033,714.42,3.751,2.39,14.661,Low,4000.0
Debris,1078.03,65.58,0.0284,600.47,10.088,2.46,12.605,Medium,4000.0
Active,757.87,40.21,0.0236,428.46,16.984,2.26,12.327,Medium,1648.9
Active,1159.79,46.13,0.0248,76.53,4.72,1.96,14.262,Medium,2124.7
Active,248.69,4.82,0.0366,86.98,18.704,1.98,13.795,Low,61.1
Active,298.01,18.72,0.0045,1740.24,19.099,2.13,12.812,High,2816.9
Debris,244.07,77.47,0.0334,1357.11,19.179,2.43,14.207,Medium,986.1
Debris,385.28,44.49,0.0448,1321.4,16.753,1.9,12.356,Low,1908.7
Active,741.27,29.56,0.003,1229.67,7.283,2.38,14.974,Medium,4000.0
Debris,845.57,37.63,0.0071,1698.59,1.463,2.0,12.147,Medium,4000.0
Debris,245.59,83.73,0.0359,961.05,11.381,2.37,11.794,Low,912.3
Debris,1145.97,73.4,0.0219,1740.95,11.178,2.44,14.912,Medium,4000.0
Debris,1042.17,26.69,0.0202,719.53,17.001,2.1,14.539,High,4000.0
Debris,496.61,11.52,0.0069,1853.49,19.92,2.06,11.913,Medium,3851.4
Active,277.19,24.7,0.0254,1397.62,10.168,2.36,11.581,Low,1745.3
Debris,369.89,90.23,0.0064,515.1,6.911,2.17,15.192,High,2995.3
Debris,326.94,57.0,0.0239,1128.61,3.726,2.28,14.883,Low,4000.0
